categorie_de_produit,sous_categorie_de_produit,risques_encourus_par_le_consommateur,nom_de_la_marque_du_produit,date_debut_fin_de_commercialisation,distributeurs,motif_du_rappel
Alimentation,Lait et produits laitiers,Listeria,OTTAVI,NA,"GMS, RESTAURANTS, GROSSISTES",Forte suspicion de Listeria
Alimentation,Lait et produits laitiers,Listeria,OTTAVI,NA,"GMS, RESTAURANTS, GROSSISTES",Forte suspicion de Listeria
Alimentation,Lait et produits laitiers,Listeria,OTTAVI,NA,"GMS, RESTAURANTS, GROSSISTES",Forte suspicion de Listeria
Alimentation,Viandes,Listeria,LE GAULOIS PROFESSIONNEL,Du 31/05/2023 au 07/06/2023,COLRUYT,Présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,CASINO - TOUS LES JOURS,Du 31/05/2023 au 06/06/2023,Casino,présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,NEUTRE,Du 31/05/2023 au 06/06/2023,CARREFOUR,présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,HENRI IV,Du 31/05/2023 au 07/06/2023,CARREFOUR,présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,NEUTRE,Du 30/05/2023 au 07/06/2023,"INTERMARCHE, SYSTEME U, LECLERC, CARREFOUR",Présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,LE GAULOIS PROFESSIONNEL,Du 31/05/2023 au 06/06/2023,CARREFOUR,présence de Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,OTTAVI,NA,"GMS, RESTAURANTS, GROSSISTES",Forte suspicion de Listeria
Alimentation,Lait et produits laitiers,Listeria,PETIROSSO / OTTAVI,NA,"GMS, RESTAURANTS, GROSSISTES",Forte suspicion de Listeria
Alimentation,Lait et produits laitiers,Listeria,A PEGURELLA,NA,"GMS, RESTAURANTS, GROSSISTES",Forte suspicion de Listeria
Alimentation,Lait et produits laitiers,Listeria,A PEGURELLA,NA,"GMS, RESTAURANTS, GROSSISTES",Forte suspicion de Listeria
Alimentation,Viandes,Listeria,POUCE,Du 30/05/2023 au 07/06/2023,Magasins Auchan,Présence de Listeria
Alimentation,Viandes,Listeria,SIMPL,Du 30/05/2023 au 06/06/2023,CARREFOUR,Présence listéria monocytogenes
Alimentation,Viandes,Listeria,DUCULTY,Depuis le 21/04/2023,CLIENTS DIVERS,Présence de listeria monocytogenes (Listériose)
Alimentation,Viandes,Listeria,DUCULTY,NA,CLIENTS DIVERS,Présence de listeria monocytogenes (Listériose)
Alimentation,Viandes,Listeria,SALAISONNIERS DU PILAT,NA,"AUCHAN
LECLERC
SYSTEME U_ U EXPRESS
CARREFOUR
INTERMARCHE",Présence de listeria monocytogenes (Listériose)
Alimentation,Viandes,Listeria,SALAISONNIERS DU PILAT,NA,"AUCHAN
NETTO
LECLERC
SYSTEME U_ U EXPRESS
CARREFOUR
INTERMARCHE",Présence de listeria monocytogenes (Listériose)
Alimentation,Viandes,Listeria,SALAISONNIERS DU PILAT,NA,"AUCHAN
NETTO
LECLERC
SYSTEME U_ U EXPRESS
CARREFOUR
INTERMARCHE",Présence de listeria monocytogenes (Listériose)
Alimentation,Viandes,Listeria,SALAISONNIERS DU PILAT,NA,"AUCHAN
NETTO
LECLERC
SYSTEME U_ U EXPRESS
CARREFOUR
INTERMARCHE",Présence de listeria monocytogenes (Listériose)
Alimentation,Viandes,Listeria,SALAISONNIERS DU PILAT,NA,"AUCHAN
LECLERC
SYSTEME U_ U EXPRESS
CARREFOUR
INTERMARCHE",Présence de listeria monocytogenes (Listériose)
Alimentation,Viandes,Listeria,DUCULTY,NA,Clients divers,Présence de listeria monocytogenes (Listériose)
Alimentation,Viandes,Listeria,DUCULTY,NA,Clients divers,Présence de listeria monocytogenes (Listériose)
Alimentation,Viandes,Listeria,DUCULTY,NA,CLIENTS DIVERS,Présence de listeria monocytogenes (Listériose)
Alimentation,Viandes,Listeria,DUCULTY,NA,CLIENTS DIVERS,Présence de listeria monocytogenes (Listériose)
Alimentation,Viandes,Listeria,DUCULTY,Du 25/05/2023 au 30/07/2023,Clients divers,Présence de listeria monocytogenes (Listériose)
Alimentation,Viandes,Listeria,DUCULTY,Du 23/05/2023 au 06/08/2023,Clients divers,Présence de listeria monocytogenes (Listériose)
Alimentation,Viandes,Listeria,Sans marque,Du 02/06/2023 au 10/06/2023,E.Leclerc Chaponnay,Présence de Listeria monocytogenes
Alimentation,Viandes,Salmonella,CHARCUTERIE REGIONALE DIENNET,Du 02/06/2023 au 15/06/2023,"Carrefour, Pomocash, Proxi ,Leclerc, U Express, Utile",Non conformité micribiologique
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Sans marque,Du 15/06/2023 au 19/06/2023,LIDL,Détection de Listéria monocytogenes avant DLC
Alimentation,Plats préparés et snacks,Listeria,L'ATELIER TRAITEUR,Du 13/06/2023 au 19/06/2023,E. LECLERC,Présence de Listeria monocytogenes
Alimentation,Autres,Listeria,SANS MARQUE,Du 09/06/2023 au 20/06/2023,"SYSTEME U
CARREFOUR
LECLERC
AUCHAN",PRESENCE DE LISTERIA MONOCYTOGENES
Alimentation,Autres,Listeria,SANS MARQUE,Du 09/06/2023 au 20/06/2023,"CARREFOUR
AUCHAN
CASINO",PRESENCE DE LISTERIA MONOCYTOGENES
Alimentation,Lait et produits laitiers,Listeria,Alta-cima 2B,Du 01/03/2023 au 01/06/2023,"GMS
Grossiste
Epicerie fine",suspicion de listeria sur des fromages de brebis commercialisés sous la marque Alta-cima 2B
Alimentation,Lait et produits laitiers,Listeria,Alta-cima2B,Du 01/03/2023 au 01/06/2023,"grandes surfaces
Grossistes
épicerie fine",suspicion de présence de listeria sur des fromages de chèvre commercialisés sous la marque Alta-Cima
Alimentation,Lait et produits laitiers,Listeria,Alta-cima 2B,Du 01/03/2023 au 01/06/2023,"grandes surfaces
grossistes
épicerie fine",suspicion de présence de listeria sur des fromages au lait mélangé Brebis et chevre commercialisés sous la marque Alta-Cima 2B
Alimentation,Lait et produits laitiers,Listeria,Sélection du Fromager,Du 17/05/2023 au 12/06/2023,LIDL,Détection de Listéria monocytogenes
Alimentation,Viandes,Listeria,BOURGOGNE-SAVEUR DE BOURGOGNE,Du 05/06/2023 au 06/06/2023,COLRUYT,Présence de Listeria
Alimentation,Viandes,Listeria,BOURGOGNE-SAVEUR DE BOURGOGNE,Du 02/06/2023 au 03/06/2023,COLRUYT,Présence de Listeria
Alimentation,Viandes,Listeria,sans marque,Du 01/06/2023 au 05/06/2023,"Auchan, Simply",Détection du germe Listéria monocytogenes
Alimentation,Viandes,Listeria,Fermier de l'Ain,Du 02/06/2023 au 07/06/2023,Auchan,Détection du germe Listéria monocytogenes
Alimentation,Viandes,Listeria,BOURGOGNE-SAVEUR DE BOURGOGNE,Du 02/06/2023 au 02/06/2023,CARREFOUR,Présence de Listeria
Alimentation,Autres,Listeria,CARREFOUR FQC,Du 13/06/2023 au 14/06/2023,CARREFOUR MARKET ARGENTON SUR CREUSE UNIQUEMENT,SUSPICION DE PRESENCE DE LISTERIA MONOCYTOGENES
Alimentation,Viandes,Listeria,SANS MARQUE,Du 01/06/2023 au 01/06/2023,"CARREFOUR, LECLERC",Présence de Listeria
Alimentation,Viandes,Listeria,BOURGOGNE-SAVEUR DE BOURGOGNE,Du 31/05/2023 au 05/06/2023,INTERMARCHE NUITS-SAINT-GEORGES,Présence de Listeria
Alimentation,Viandes,Listeria,INSTANT ROTISSERIE,Du 31/05/2023 au 02/06/2023,"INTERMARCHE, CORA, AUCHAN",Présence de Listeria
Alimentation,Viandes,Listeria,SANS MARQUE,Du 06/06/2023 au 06/06/2023,SUPER U PRISSE,Présence de Listeria
Alimentation,Viandes,Listeria,FERMIER DE L'AIN,Du 02/06/2023 au 08/06/2023,"INTERMARCHE, SYSTEME U",Présence de Listeria
Alimentation,Viandes,Listeria,INSTANT ROTISSERIE,Du 01/06/2023 au 05/06/2023,"AUCHAN, CORA",Présence de Listeria
Alimentation,Viandes,Listeria,SANS MARQUE,Du 31/05/2023 au 02/06/2023,"SUPER U, INTERMARCHE",Présence de Listeria
Alimentation,Viandes,Listeria,BOURGOGNE-SAVEUR DE BOURGOGNE,Du 01/06/2023 au 05/06/2023,"SYSTEME U, LECLERC",Présence de Listeria
Alimentation,Viandes,Listeria,FERMIER DE L'AIN,Du 02/06/2023 au 09/06/2023,"INTERMARCHE, SYSTEME U, CARREFOUR, AUCHAN, LECLERC, SIMPLY, Magasins FRESH, Marché Savoyard, Mon-marché.fr",Présence de Listeria
Alimentation,Viandes,Listeria,TERRE ET TRADITIONS,Du 31/05/2023 au 03/06/2023,"CARREFOUR, AUCHAN, LECLERC",Présence de Listeria
Alimentation,Viandes,Listeria,BOURGOGNE-SAVEUR DE BOURGOGNE,Du 01/06/2023 au 06/06/2023,"INTERMARCHE, CARREFOUR",Présence de Listeria
Alimentation,Viandes,Listeria,SANS MARQUE,Du 01/06/2023 au 01/06/2023,"INTERMARCHE, CARREFOUR",Présence de Listeria
Alimentation,Viandes,Listeria,SANS MARQUE,Du 01/06/2023 au 01/06/2023,"LECLERC, CARREFOUR",Présence de Listeria
Alimentation,Viandes,Listeria,FERMIER DE L'AIN,Du 02/06/2023 au 07/06/2023,CARREFOUR BOURG EN BRESSE,Présence de Listeria
Alimentation,Viandes,Salmonella,Sans marque,Du 16/06/2023 au 17/06/2023,BOUTIQUE DELBE TRAITEUR,Présence de Salmonelle
Alimentation,Lait et produits laitiers,Listeria,Pont aux Moines,Du 07/06/2023 au 13/06/2023,BIODIS   GILLOT SAS   V&B ST BERTHEVIN   Poivre et Sel   SAS Bondici ST BERTHEVIN   LA PLANCH'A GALETTE 53   Hyper U La Motte,Suspicion Listeria
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Viandes,Listeria,a pignatta nustrale,NA,Tous vendeurs en alimentaire et grossistes alimentaires en corse,listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Galet de Bourgogne,Du 12/06/2023 au 24/06/2023,"Fromageries, petits commerces d'alimentation, crémeries",Présence Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Sans marque,Du 31/05/2023 au 18/06/2023,"Grand frais, Fresh, Monmarche.fr",Détection de listeria monocytogenes
Alimentation,Autres,Salmonella,charcuteries issoldunoises,Du 14/06/2023 au 15/06/2023,leclerc bourges,présence de salmonelle
Alimentation,Lait et produits laitiers,Salmonella,la Ferme du mont d'Epy,Du 13/06/2023 au 22/06/2023,"BRIN DE PAILLE 01100 ARBENT
O PRE DE CHEZ VOUS 39160 ST AMOUR
Coopérative fromagère du Val d'Epy 39160 NANTEY
Fromagerie de la Rivière 39320 ST JULEIN SUR SURAN",présence de salmonelles
Alimentation,Lait et produits laitiers,Listeria,Saint Paulin,Du 07/06/2023 au 13/06/2023,SAS Bondici ST BERTHEVIN,Suspicion Listeria
Alimentation,Viandes,Salmonella,CHILLET,Du 14/04/2023 au 11/05/2023,GROSSISTE/ REVENDEUR,NON CONFORMITE SUITE ANALYSE CLIENT PRESENCE SALMONELLE
Alimentation,Viandes,Listeria,JEAN ROZE,Du 21/06/2023 au 26/06/2023,PDV INTERMARCHE,Présence confirmée de Listeria monocytogenes < 10 ufc/g
Alimentation,Viandes,Listeria,NETTO,Du 21/06/2023 au 26/06/2023,PDV NETTO,Présence de Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Vermenton,Du 12/06/2023 au 24/06/2023,"Crémeries, petits commerces d'alimentation, Auchan",Présence Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Crottin du Morvan,Du 12/06/2023 au 24/06/2023,"Crémeries, Fromageries, petits commerces d'alimentation, Auchan, Intermarché",Présence Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Brûlon,Du 12/06/2023 au 24/06/2023,"Fromageries, Crémeries, petits commerce d'alimentation...",Présence Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,LINCET,Du 12/06/2023 au 24/06/2023,"Leclerc, Intermarché",Présence Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,LINCET,Du 12/06/2023 au 24/06/2023,"Crémeries, petits commerce d'alimentation, Schiever, Intermarché, Leclerc",Présence Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Saint Paulin,Du 07/06/2023 au 13/06/2023,SAS Bondici ST BERTHEVIN  Biodis,Suspicion Listeria
Alimentation,Produits sucrés,Salmonella,Paris-Brest vendu en barquette rayon Pâtisserie traditionnel,NA,Uniquement Intermarché St André de la Marche,détection de salmonelle suite analyse en laboratoire
Alimentation,Produits sucrés,Listeria,FABRIQUE A FAGNIERES,Du 23/06/2023 au 24/06/2023,LECLERC FAGNIERES UNIQUEMENT,LISTERIA DETECTE
Alimentation,Viandes,Listeria,MONOPRIX GOURMET,Du 29/06/2023 au 30/06/2023,MONOPRIX,Détection de Listéria
Alimentation,Produits de la pêche et d'aquaculture,Listeria,LES VIVIERS de SAINT COLOMBAN,Du 23/06/2023 au 24/06/2023,Leclerc Meyzieu,Présence de Listéria Monocytogènes
Alimentation,Viandes,Listeria,/,Du 24/06/2023 au 29/06/2023,supermarché Match Calonne Ricouart,présence de Listeria <10
Alimentation,Autres,Listeria,produit manipulé chez Leclerc Herlin-le-Sec,Du 21/06/2023 au 21/06/2023,"Leclerc Herlindis
Herlin-le-sec 62130",Présence de listeria
Alimentation,Viandes,Salmonella,E.LECLERC,Du 12/06/2023 au 20/06/2023,Leclerc Geispolsheim,Présence de Salmonelle
Alimentation,Herbes et épices,Salmonella,La Bovida,Du 12/05/2023 au 03/07/2023,"magasin la bovida Limoges 19 Rue Auguste Comte, 87280 Limoges
Magasin la bovida Halennes- lez- Haubourdin 250 Rue du Général de Gaulle, 59320 Hallennes-lez-Haubourdin",presence détecté de salmonelle
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Bourgain et fils,Du 23/06/2023 au 17/07/2023,Leclerc- Croquegel,Détection de Listéria au travers du plan de contrôle analytique  de notre client SCAPARTOIS
Alimentation,Viandes,Salmonella,sans marque,Du 20/06/2023 au 24/06/2023,carrefour express Lentilly,présence de Salmonelle
Alimentation,Oeufs et produits à base d'oeufs,Salmonella,ovocoop,Du 27/06/2023 au 03/07/2023,"-Magasin de nutrition 
-Salle de sport",Détection de Salmonelle
Alimentation,Viandes,Listeria,Charcuterie Serres,Du 26/06/2023 au 28/06/2023,"Melo Market Frejairolles, Intermarché Castres, Sodibek Tarbes, Entrepot Systeme U Agen, Intermarché Capestang, La maison du traiteur Bordeaux",Présence de listeria monocytogenes < 10 ufc/g
Alimentation,Lait et produits laitiers,Salmonella,LA FERME DES LACAUNES,Du 27/06/2023 au 01/07/2023,UNIFERME,PRESENCE DE SALMONELLES
Alimentation,Lait et produits laitiers,Salmonella,LA FERME DES LACAUNES,Du 27/06/2023 au 01/07/2023,UNIFERME,PRESENCE DE SALMONELLES
Alimentation,Lait et produits laitiers,Salmonella,LA FERME DES LACAUNES,Du 27/06/2023 au 01/07/2023,UNIFERME,PRESENCE DE SALMONELLES
Alimentation,Produits de la pêche et d'aquaculture,Salmonella,METRO CHEF,Du 16/06/2023 au 05/07/2023,METRO France,Présence de Salmonelles.
Alimentation,Viandes,Listeria,LE FARCI POITEVIN,Du 25/06/2023 au 05/07/2023,SUPER U ECHIRE,LISTERIA
Alimentation,Lait et produits laitiers,Salmonella,QUART DE LAIT,Du 22/06/2023 au 12/07/2023,eurofromage,RETRAIT RAPPEL
Alimentation,Produits de la pêche et d'aquaculture,Salmonella,BDMP,Depuis le 19/12/2022,Multi enseignes dans les départements 06 / 38 / 75,Présence de salmonelle spp
Alimentation,Viandes,Salmonella,Interne,Du 01/07/2023 au 05/07/2023,E.Leclerc de Guérande,Détection de Salmonella
Alimentation,Produits de la pêche et d'aquaculture,Salmonella,BDMP,Du 20/12/2022 au 30/12/2022,LE CARRE ASIATIQUE / H2 TRADING   ASIA STORE ANTIBES,Présence de Salmonelle
Alimentation,Viandes,Salmonella,Sans marque,Du 05/07/2023 au 07/07/2023,E.Leclerc Les Sables d'Olonne,présence de Salmonelle
Alimentation,Viandes,Salmonella,TRADITION & TERROIR,Du 30/06/2023 au 07/07/2023,Monoprix,Présence Salmonelle
Alimentation,Lait et produits laitiers,Salmonella,MONOPRIX GOURMET,Du 06/02/2023 au 11/07/2023,"Monoprix, Monop",Détection de salmonelles
Alimentation,Viandes,Salmonella,sans marque,Du 04/07/2023 au 10/07/2023,E.LECLERC de Soufflenheim,Détection de Salmonelle
Alimentation,Viandes,Listeria,PERFORMANCES SAS ALPESPACE,Du 26/06/2023 au 11/07/2023,cellerier halles,analyse auto contrôle Mérieux non conformes
Alimentation,Viandes,Salmonella,SANS,Du 03/07/2023 au 08/07/2023,Intermarché Auxonne,"Un contrôle microbiologique a mis en évidence, dans ce produit, la présence de Salmonelles."
Alimentation,Viandes,Listeria,Sans marque,Du 20/06/2023 au 28/06/2023,Casino Delprat - Marseille / Casino Gabres - Cannes / Casino Le Muy / Casino La Londe-Les-Maures / Casino Meyreuil / Casino Port - Fréjus / Casino Le Pradet / Casino Sagone / Casino Villeneuve Loubet / Géant Casino Mandelieu / Friboul SAS,Listeria
Alimentation,Viandes,Listeria,Sans marque,Du 20/06/2023 au 27/06/2023,Atelier Forézien,Listeria
Alimentation,Viandes,Listeria,Terre et Traditions,Du 22/06/2023 au 30/06/2023,Intermarché Aubenas / Intermarché Sainte-Marie-De-Cuines / Intermarché Montmélian / Intermarché Morestel / Leclerc Montélimar,Listeria
Alimentation,Viandes,Listeria,Sans marque,Du 20/06/2023 au 28/06/2023,Balley Ets SARL,Listeria
Alimentation,Viandes,Listeria,Sans marque,Du 21/06/2023 au 30/06/2023,Rampal SAS / Servidis / Voldis,Listeria
Alimentation,Viandes,Listeria,Terre et Traditions,Du 23/06/2023 au 30/06/2023,Intermarché Le Touvet / Intermarché Chaiz - Saint-Etienne / Intermarché Lalevade,Listeria
Alimentation,Produits sucrés,Listeria,FABRIQUE A FAGNIERES,Du 04/07/2023 au 07/07/2023,LECLERC FAGNIERES UNIQUEMENT,LISTERIA DETECTE
Alimentation,Lait et produits laitiers,Listeria,FRANPRIX,Du 01/03/2023 au 16/06/2023,FRANPRIX et réseaux de distribution de Franprix,Suspicion de Listeria monocytogenes
Alimentation,Viandes,Listeria,LE GAULOIS,Du 30/06/2023 au 01/07/2023,"INTERMARCHE 
LECLERC",DETECTION DE LISTERIA MONOCYTOGENES
Alimentation,Viandes,Listeria,LES VOLAILLES DE NOS REGIONS,Du 30/06/2023 au 30/06/2023,"INTERMARCHE 
LECLERC",DETECTION LISTERIA MONOCYTOGENES
Alimentation,Viandes,Listeria,U,NA,"SUPER U St Germain Route de Troyes
SUPER U Munster ZI",Risque de non conformité microbiologique
Alimentation,Viandes,Listeria,Etal du volailler,Du 01/07/2023 au 12/07/2023,LIDL,Une détection de Listéria monocytogenes supérieur au seuil d’alerte dans le cadre des autocontrôles fournisseur
Alimentation,Viandes,Listeria,Etal du volailler,Du 05/07/2023 au 13/07/2023,LIDL,Une détection de Listéria monocytogenes supérieur au seuil d’alerte dans le cadre des autocontrôles du fournisseur.
Alimentation,Viandes,Listeria,CASINO,Du 30/06/2023 au 14/07/2023,"CASINO
GEANT CASINO",DETECTION LISTERIA MONOCYTOGENES
Alimentation,Viandes,Listeria,VOLAE,Du 01/07/2023 au 13/07/2023,INTERMARCHE,DETECTION LISTERIA MONOCYTOGENES
Alimentation,Viandes,Salmonella,Sans marque,Du 04/07/2023 au 06/07/2023,E.Leclerc Luçon,Présence de Salmonelle
Alimentation,Viandes,Salmonella,TRADITION & TERROIR,Du 30/06/2023 au 14/07/2023,"Monoprix
Tazita",Présence Salmonelle
Alimentation,Viandes,Salmonella,Elit,NA,Dana & Pop,Présence de salmonelles spp
Alimentation,Viandes,Listeria,MAITRE COQ,Du 21/06/2023 au 07/07/2023,Galec,détection de Listeria monocytogenes sur le produit
Alimentation,Autres,Listeria,TRADITION & TERROIR,Du 03/07/2023 au 17/07/2023,"CARREFOUR, SYSTEME U, AUCHAN, INTERMARCHE, MONOPRIX, E.LECLERC, CASINO",Présence Listeria
Alimentation,Viandes,Listeria,REGHALAL,Du 12/07/2023 au 18/07/2023,"Auchan - Carrefour - Casino, Vival, SPAR et réseaux de distribution de Casino - Cocci / Coccinelle - Leclerc - Intermarché - Système U",suspicion de présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,Sans marque,Du 06/07/2023 au 18/07/2023,"Fresh, Grand frais",Analyse bactériologique non satisfaisante entrainant une notification: détection et présence de listeria monocytogènes
Alimentation,Viandes,Listeria,Ferdinand Chaudouard / Paul et Ferdinand,Du 03/07/2023 au 13/07/2023,"LECLERC, INTERMARCHE, U, CARREFOUR, FRESH",Présence de Listeria monocytogenes supérieure au seuil réglementaire
Alimentation,Lait et produits laitiers,Listeria,FERME AUBERGE WASSMATT,Du 31/05/2023 au 03/07/2023,Produits vendus uniquement à la ferme auberge,Suspicion de Listeria monocytogenes
Alimentation,Viandes,Listeria,MEDINA,Du 06/07/2023 au 17/07/2023,Bouchers Charcutiers,Suspicion de présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,Sans marque,Du 17/07/2023 au 19/07/2023,"Intermarché
Leclerc",Présence de Listeria monocytogenes
Alimentation,Plats préparés et snacks,Listeria,SANS MARQUE,Du 10/07/2023 au 07/08/2023,"Leclerc AUBENAS SAS SOSUMAR
Leclerc VALESCUIRE ST RAPHAEL",Présence listéria
Alimentation,Viandes,Listeria,SANS MARQUE,Depuis le 13/07/2023,"Bouchers Charcutiers, Intermarché, Monoprix, Auchan, Carrefour, Super U, Franprix, Casino",Présence de listéria
Alimentation,Lait et produits laitiers,Listeria,REO,Du 09/06/2023 au 30/06/2023,"Leclerc, Intermarché,",présence de Listeria Monocytogenes
Alimentation,Lait et produits laitiers,Listeria,GASLONDE,Du 09/06/2023 au 30/06/2023,Crémiers Fromagers,présence de Listeria Monocytogenes
Alimentation,Lait et produits laitiers,Listeria,VAL D'AY,Du 09/06/2023 au 30/06/2023,Grossites,présence de Listeria Monocytogenes
Alimentation,Lait et produits laitiers,Listeria,TH REAUX,Du 09/06/2023 au 30/06/2023,Grossites,présence de Listeria Monocytogenes
Alimentation,Viandes,Listeria,Ferdinand Chaudouard / Paul et Ferdinand,Du 03/07/2023 au 13/07/2023,"magasins U, Leclerc, FRESH, viande de Corrèze",Présence de Listeria monocytogenes supérieure au seuil réglementaire
Alimentation,Viandes,Listeria,Ferdinand Chaudouard,Du 03/07/2023 au 13/07/2023,"magasins U, Leclerc, indépendants",Présence de Listeria monocytogenes supérieure au seuil réglementaire
Alimentation,Viandes,Listeria,Ferdinand Chaudouard,Du 03/07/2023 au 03/07/2023,"magasins U, Leclerc",Présence de Listeria monocytogenes supérieure au seuil réglementaire
Alimentation,Lait et produits laitiers,Listeria,LA FERME DES VERDAIS,Du 08/07/2023 au 18/07/2023,HYPER U,Présence de listeria
Alimentation,Viandes,Listeria,Ferdinand Chaudouard,Du 17/07/2023 au 18/07/2023,"magasins U, Leclerc, indépendants",Présence de Listeria monocytogenes supérieure au seuil réglementaire
Alimentation,Viandes,Salmonella,sans,Du 18/07/2023 au 19/07/2023,INTERMARCHE SAINT FLORENTIN,PRESENCE SALMONELLA
Alimentation,Lait et produits laitiers,Listeria,LA FERMIERE,Du 09/06/2023 au 30/06/2023,Crémiers - restaurateurs,présence de Listeria Monocytogenes
Alimentation,Viandes,Salmonella,Tendriade,Du 19/07/2023 au 31/07/2023,"Auchan, Carrefour, Cora, France Frais, Intermarché, Leclerc, Pomona, Système U",Présence de Salmonella
Alimentation,Viandes,Listeria,Maison Bareil,Du 11/07/2023 au 20/07/2023,"Carrefour, Leclerc, épicerie , points de vente Maison Bareil",Analyse microbiologique non-conforme
Alimentation,Viandes,Salmonella,SANS,Du 17/07/2023 au 19/07/2023,Intermarché Vonnas,Présence de salmonelle
Alimentation,Viandes,Listeria,AUCUN,Du 18/07/2023 au 18/07/2023,INTERMARCHE NIMES CHARLEMAGNE,LISTERIA MONOCYTOGENE
Alimentation,Viandes,Listeria,Maison Bareil,Du 08/07/2023 au 27/07/2023,"Carrefour, Leclerc, épicerie , points de vente Maison Bareil",Analyse microbiologique non-conforme
Alimentation,Viandes,Listeria,LOUE,Du 01/07/2023 au 16/07/2023,"AUCHAN
LECLERC",Suspicion de présence Listeria monocytogenes
Alimentation,Viandes,Listeria,PRIX MINI,Du 02/06/2023 au 16/07/2023,U ENSEIGNE,Présence de Listéria
Alimentation,Herbes et épices,Bacillus,LA PHENICIENNE,NA,CAP 2000 à TREMBLAY-EN-FRANCE (93290),Contamination par la bactérie Bacillus cereus présomptifs
Alimentation,Produits de la pêche et d'aquaculture,Listeria,GROUPE BARBA,Du 26/07/2023 au 29/07/2023,E. LECLERC,Détection de listéria
